TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Pittsburgh,ACC,33,14,103.3,98.2,0.6421,47.9,47.7,19.6,21.3,32.1,32.8,42.3,32.9,46.9,45.8,33.1,33.6,68.7,-6.3,NA,NA,2019
Wake Forest,ACC,31,11,103.5,103.2,0.5087,44.8,53.3,19.4,16.1,33.9,27.3,37.6,35.2,44.1,54.7,30.8,34.1,68.9,-7.5,NA,NA,2019
Albany,AE,31,12,97.9,106.8,0.2683,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51,34.8,35.9,67.3,-15.7,NA,NA,2019
Binghamton,AE,31,10,95.9,112.3,0.1407,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,67.2,-17.4,NA,NA,2019
Hartford,AE,32,18,106.8,110.7,0.3988,54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,51.5,53.2,38.2,34.4,68.3,-9.2,NA,NA,2019
Maine,AE,31,5,93,110.9,0.1163,48.6,55.3,22.2,19.1,25.9,27.2,25.6,38.6,49.9,52.7,31,38.7,65.3,-20.9,NA,NA,2019
New Hampshire,AE,27,5,83.7,106.1,0.0613,44,51.5,18.4,16.9,21.5,24.7,21.9,38,39.4,52.1,32.6,33.6,67.1,-20.2,NA,NA,2019
Stony Brook,AE,32,24,97.5,99.6,0.4407,48.1,46,20.7,18.6,33.2,26.1,35.4,36.2,47.7,46.6,32.6,30.1,70.7,-3.8,NA,NA,2019
UMass Lowell,AE,30,15,101.7,112.7,0.2345,53.7,52,19.6,17.9,27,29.8,34.1,32.6,55.1,54.7,34.3,31.6,71.6,-13,NA,NA,2019
UMBC,AE,31,21,94.8,101.3,0.3181,48.4,51.4,18.3,22.9,24.5,24.4,31.1,32.9,49.5,51.8,31.3,34,66.2,-8.1,NA,NA,2019
Connecticut,Amer,33,16,107.8,101,0.6797,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,70.4,-5.7,NA,NA,2019
East Carolina,Amer,31,10,98.8,105.2,0.3273,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,69.9,-12.3,NA,NA,2019
Memphis,Amer,36,22,108.1,96,0.7973,51,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,-1.4,NA,NA,2019
SMU,Amer,32,15,112.2,104.2,0.7021,51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,51.3,48.2,34.1,35.1,66.4,-6.4,NA,NA,2019
South Florida,Amer,37,24,101.8,95.4,0.6778,49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,48.5,48.2,33.3,32.5,68.6,-4.5,NA,NA,2019
Tulane,Amer,31,4,97,105,0.2856,47.1,50.6,21,15.1,27,30.9,32.8,31.6,46.7,50.7,31.8,33.6,71.2,-17.2,NA,NA,2019
Tulsa,Amer,32,18,104.8,99.2,0.6507,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,70.1,-3.5,NA,NA,2019
Wichita St.,Amer,37,22,106.5,94.7,0.7946,46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,47.1,46.5,31,33,69.4,-2.9,NA,NA,2019
Florida Gulf Coast,ASun,30,14,99.9,104.8,0.3675,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,69.8,-11.1,NA,NA,2019
Jacksonville,ASun,30,12,97,106.3,0.2581,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,72.5,-14.3,NA,NA,2019
Kennesaw St.,ASun,30,5,91.2,108.9,0.1151,40.9,53.7,19,17.1,29.2,30.8,30.1,27.7,39.1,53.7,31.4,35.9,69.6,-18.6,NA,NA,2019
Lipscomb,ASun,35,29,110.2,98.1,0.7929,54.8,48.4,17.8,19.6,26,23.8,36.3,27.9,53.8,48.5,37.5,32.1,74.4,-0.5,NA,NA,2019
NJIT,ASun,34,22,99.7,103.6,0.3896,50.7,49,17.1,17.9,21.9,27.1,38.4,29.7,49.8,48.8,34.8,32.8,68.2,-6.2,NA,NA,2019
North Alabama,ASun,29,10,94.1,104.8,0.2256,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,69.9,-14.7,NA,NA,2019
North Florida,ASun,31,16,102.5,103.8,0.4632,52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,53.2,47.4,33.9,33.2,73.4,-7.9,NA,NA,2019
Stetson,ASun,29,7,96,112.6,0.1379,45.5,54.5,17.5,18,27.9,32,25,33,45,54.2,31,36.6,70.7,-17.7,NA,NA,2019
Illinois,B10,33,12,109.7,99.1,0.7633,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,71.9,-5.5,NA,NA,2019
Indiana,B10,35,19,107.5,95.2,0.802,51,48.2,17.9,18.1,28.1,28.1,34.6,29.2,53.1,47.3,31.2,33.1,68.5,0,NA,NA,2019
Nebraska,B10,35,19,112.5,98.1,0.8285,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,68,0,NA,NA,2019
Northwestern,B10,32,13,101.2,92.8,0.7319,46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,46.4,48,31.3,29.3,67.3,-5.7,NA,NA,2019
Penn St.,B10,32,14,109.9,92.8,0.8755,47.5,49.9,18.1,19.6,31.9,26.3,32.3,34.1,47.2,48.4,32,35.4,68.9,-2.7,NA,NA,2019
Rutgers,B10,31,14,104.9,96.1,0.7336,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,69,-3.5,NA,NA,2019
Oklahoma St.,B12,32,12,109.1,100.6,0.7177,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,46,48.3,37.2,35.4,67.5,-4.1,NA,NA,2019
TCU,B12,37,23,109.8,94.5,0.8486,52.1,48.4,19.2,18.6,31.2,28.7,31.7,27.7,52.3,49.9,34.6,30.4,70.1,1.1,NA,NA,2019
Texas,B12,37,21,113.3,93.7,0.899,50.9,48.7,16.2,18.9,28.1,29.5,29.7,29.7,49.8,46.2,34.8,35.4,66.1,-0.5,NA,NA,2019
West Virginia,B12,36,15,108.8,100.7,0.7087,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,47.6,51.3,31.6,36.1,71.9,-3.7,NA,NA,2019
Butler,BE,33,16,110.5,100.9,0.7394,52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,51.4,52.2,35.3,35.7,67.2,-4.4,NA,NA,2019
Creighton,BE,34,20,110.9,97.1,0.8229,56.2,52.8,18.6,19.1,24.7,26.8,29,27.9,55.7,52.9,37.9,35,70.1,-2.3,NA,NA,2019
DePaul,BE,36,19,111.7,106.3,0.6381,52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,53.3,51.2,34.3,37.3,71,-5.2,NA,NA,2019
Georgetown,BE,33,19,107.7,101.3,0.6675,51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,49.6,49.6,35.6,34,73.6,-2.5,NA,NA,2019
Providence,BE,34,18,104.3,95,0.7446,48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,NA,NA,2019
Xavier,BE,35,19,110.4,99.1,0.7748,52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,54.7,48.7,33.1,35.6,66.6,-2.9,NA,NA,2019
Eastern Washington,BSky,33,16,100.1,106.4,0.3297,50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,48.9,50.1,34.8,37.4,69,-11.9,NA,NA,2019
Idaho,BSky,29,5,94.5,118,0.072,50.3,53.7,20,13.3,24.2,32,28.2,33.1,46.5,55.4,37.6,34.3,66.5,-23.4,NA,NA,2019
Idaho St.,BSky,28,11,102.7,116.6,0.189,52,56.1,17.6,15,25.8,29.8,28.8,30.6,50.4,54.2,36.2,39.6,68.3,-14.3,NA,NA,2019
Montana St.,BSky,31,15,105.6,115.7,0.2578,53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,51.1,57.4,37.6,37.8,71.3,-12.3,NA,NA,2019
North Dakota,BSky,26,12,97.4,104.6,0.305,51.3,52.5,17.9,17.3,21,25.4,27.2,30,49.6,52.2,36,35.3,71.1,-12.8,NA,NA,2019
Northern Arizona,BSky,31,10,99.4,112,0.2012,50.3,55,17,16.6,25.8,26.5,33.8,29.7,49.2,55.9,34.6,35.8,69.9,-16.7,NA,NA,2019
Northern Colorado,BSky,30,21,102.3,103,0.4808,53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,53.6,49.5,34.9,37.1,67.9,-6.7,NA,NA,2019
Portland St.,BSky,29,16,101.1,111.2,0.2513,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,48.3,54.6,29.8,34.8,70.5,-12,NA,NA,2019
Sacramento St.,BSky,28,15,96.4,105.7,0.2581,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,48.3,50.8,33.1,37,69,-12.6,NA,NA,2019
Southern Utah,BSky,32,17,96,105,0.2635,50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,50,48,33.7,36.1,72.2,-12,NA,NA,2019
Weber St.,BSky,31,18,99.9,105.3,0.3537,53.2,49,16,15.8,19.2,26.9,37.1,30.9,53.4,49.7,35.2,31.7,72.5,-10.7,NA,NA,2019
Campbell,BSth,30,20,106.9,108.8,0.4489,52.8,54.6,14.8,19.5,23.7,28.9,31.2,36,54.8,53.6,33.8,37.3,67.1,-7.4,NA,NA,2019
Charleston Southern,BSth,30,18,100.1,100.6,0.4843,49.8,50.9,18,21.1,29.1,27.7,27,31.2,48.4,48.8,34.5,35.9,70.5,-9.3,NA,NA,2019
Hampton,BSth,32,18,106.2,107.8,0.4565,48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,47.5,50.5,34.1,34.2,72.5,-11.4,NA,NA,2019
High Point,BSth,29,16,98.7,103.9,0.358,49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,51,51.5,30.3,32.6,65,-10.2,NA,NA,2019
Longwood,BSth,31,16,98.5,106.9,0.2814,52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,50.8,50.5,36,33.7,68.5,-13,NA,NA,2019
Presbyterian,BSth,33,20,107.9,109.8,0.4499,53.4,53.4,14.7,17.9,25.3,27.4,30.5,33.1,50.1,53.5,38,35.4,68.9,-9.6,NA,NA,2019
Radford,BSth,30,22,107.3,104.4,0.5773,52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,50.1,51.7,38,34.7,65.8,-4.4,NA,NA,2019
UNC Asheville,BSth,28,4,93.1,116,0.0741,46.2,55.7,23.5,18.2,27.7,37.1,26.3,33.7,45.2,56.7,31.7,36.2,63.7,-20.8,NA,NA,2019
USC Upstate,BSth,29,5,92.7,111.3,0.1084,47.4,53.1,19.9,18.2,24.7,31.3,25.3,39,46.8,54,32.1,34.3,69.5,-20.8,NA,NA,2019
Winthrop,BSth,27,18,104.8,107,0.4404,54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,53.3,51.6,36.7,33.8,74.3,-6.5,NA,NA,2019
Cal Poly,BW,27,6,97.1,114.9,0.1262,47.2,52.6,17,15.6,26.1,31.4,25.8,38.1,46.6,51.5,32,36.5,67.5,-18.6,NA,NA,2019
Cal St. Fullerton,BW,32,16,97,102.2,0.354,49.1,48.3,19.1,16.8,24.5,27,38.5,35.7,50.3,48.5,30.8,32,71.1,-9.7,NA,NA,2019
Cal St. Northridge,BW,33,13,103.3,111.4,0.2967,51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,50.3,48.2,36.1,38.4,72.3,-14.7,NA,NA,2019
Hawaii,BW,29,18,102.4,106,0.4013,52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,52.2,50.3,35,34.5,67.5,-8.6,NA,NA,2019
Long Beach St.,BW,32,15,99.9,105.3,0.3533,47.6,51.1,19,18.9,28.9,33,40.8,30.2,46.3,51.6,33.8,33.5,73,-11.8,NA,NA,2019
UC Davis,BW,29,11,95.3,102.6,0.301,49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,49,53.3,32.7,34.6,67.3,-14,NA,NA,2019
UC Riverside,BW,30,10,96.9,111.8,0.1613,51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,47.2,53.7,38,37.2,64.8,-18.2,NA,NA,2019
UC Santa Barbara,BW,30,22,103.2,105.7,0.4295,50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,49.4,50.8,34.8,31.8,65.9,-6,NA,NA,2019
College of Charleston,CAA,32,24,106.8,103.1,0.601,54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,56.3,53.7,33.7,33.3,66.8,-3.1,NA,NA,2019
Delaware,CAA,31,17,103.4,112.1,0.2821,53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,50.9,49.9,37.8,38.4,64.8,-11.1,NA,NA,2019
Drexel,CAA,31,13,103.1,112.9,0.2602,51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,50.9,54.7,34.7,38.2,70.7,-13.6,NA,NA,2019
Elon,CAA,30,11,99.2,110,0.2335,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,69.5,-16.3,NA,NA,2019
Hofstra,CAA,34,27,114.7,108.6,0.6533,55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,54.5,51.5,38.7,35.3,69,-1.9,NA,NA,2019
James Madison,CAA,31,14,100,110.1,0.2487,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,47.5,52.6,36.6,35.7,66.4,-14.1,NA,NA,2019
Towson,CAA,31,10,99.6,109.6,0.2501,47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,47.6,50.8,32.6,35.7,64.8,-16.9,NA,NA,2019
UNC Wilmington,CAA,32,10,103.8,113,0.2734,50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,49.3,54.4,35,38.8,70.6,-16.7,NA,NA,2019
William & Mary,CAA,30,14,102.3,107,0.3733,54.4,52.7,18.3,15.6,24.5,26,31.3,30,55.8,51.1,35,36.9,70,-11.1,NA,NA,2019
Charlotte,CUSA,29,8,95,107.7,0.1916,48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,49.2,49.9,31.1,35.5,65.9,-15.4,NA,NA,2019
FIU,CUSA,30,20,101.4,105.1,0.3994,48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,52.2,53.6,29.3,34.8,79.1,-7.9,NA,NA,2019
Florida Atlantic,CUSA,30,17,98.4,98.3,0.5042,47.9,48.2,20.7,18.1,29,25.4,28.6,31.4,47,48.7,32.6,31.6,68.7,-9,NA,NA,2019
Louisiana Tech,CUSA,31,20,103.3,102.1,0.5326,49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,49.3,49.1,33.7,33,67,-7,NA,NA,2019
Marshall,CUSA,37,23,105.5,106,0.486,51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,52.3,51.4,34.2,35.5,75.7,-6.4,NA,NA,2019
Middle Tennessee,CUSA,30,11,96.8,103.8,0.3091,46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,45.7,50.5,32.3,34.1,69.1,-13.3,NA,NA,2019
North Texas,CUSA,30,21,97.4,97.6,0.4944,49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,50.5,46.4,31.7,32.8,66.9,-7.1,NA,NA,2019
Rice,CUSA,30,13,101.3,109.1,0.2984,50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,48.1,51.5,35.3,34.5,71.7,-13,NA,NA,2019
Southern Miss,CUSA,29,20,106.8,101.2,0.649,53.1,49.1,15.7,19.4,22.9,28.1,24.1,29.8,49.9,47.1,39.1,34.2,66,-5.7,NA,NA,2019
UAB,CUSA,33,20,106.2,105.1,0.5307,50.4,49.4,16.8,17.9,30.6,26.2,31.8,31.6,51.3,48.1,32.6,33.9,66.4,-7.4,NA,NA,2019
UTEP,CUSA,27,8,89,100.1,0.205,45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,44.3,46.6,32,36.2,69.3,-15.5,NA,NA,2019
UTSA,CUSA,28,17,104.7,101.6,0.5851,49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,48,50,34.3,32.5,73.3,-8.8,NA,NA,2019
Western Kentucky,CUSA,34,20,103.9,99.5,0.6223,49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,50.2,47,32.7,34.5,69.2,-5.5,NA,NA,2019
Cleveland St.,Horz,29,10,101.4,110.5,0.2708,51.5,51.6,18.5,16.8,26.3,33,31.7,34,48.9,53.2,36.5,32.9,70.7,-15.2,NA,NA,2019
Detroit,Horz,31,11,105.7,112,0.3402,49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,46.7,56.2,35.6,34.5,70.1,-12.3,NA,NA,2019
Green Bay,Horz,36,21,103.6,104.9,0.4648,51.5,52.1,17.2,18.8,26.4,31.4,33.9,32.3,51.4,52.5,34.5,34.4,74.7,-8.4,NA,NA,2019
Illinois Chicago,Horz,30,16,100.5,101.3,0.4762,53.3,48.3,20,17.6,24.9,30.4,27.8,42,54.1,46.8,34.9,33.8,71.6,-10.1,NA,NA,2019
IUPUI,Horz,31,16,102.4,105.5,0.4132,50.2,52.6,19.6,19.6,34.3,27.8,35.2,33.2,50.5,50.7,33,37,70.4,-10.4,NA,NA,2019
Milwaukee,Horz,30,9,98.6,107.4,0.2718,48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,46.5,53,33.8,33.3,67.6,-16.1,NA,NA,2019
Oakland,Horz,32,16,106.8,107,0.4942,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,69.8,-10.3,NA,NA,2019
Wright St.,Horz,33,21,106.3,100,0.6705,51,53.1,17.3,20.1,30.8,25.9,35.1,28.6,50.4,52.1,34.6,36.5,66.6,-6.6,NA,NA,2019
Youngstown St.,Horz,30,12,103.8,111,0.3167,49.6,53.6,18.5,16.2,33.5,28.9,23.1,38.5,48.5,55,34.1,34.2,68.7,-14,NA,NA,2019
Brown,Ivy,30,20,98.5,97.2,0.5373,50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,50.2,50.1,33.8,30,72.4,-5.7,NA,NA,2019
Columbia,Ivy,26,10,102,105.6,0.4033,51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,50.6,51,35.4,35.8,68.9,-12.5,NA,NA,2019
Cornell,Ivy,29,15,99,104,0.3611,51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,52.3,50.6,32.9,33.7,69.3,-8.5,NA,NA,2019
Dartmouth,Ivy,28,11,102.7,106.5,0.3975,51.8,53,17.6,16,23.9,24.8,24.8,27.9,50.6,54.6,35.8,33.1,67.4,-12.9,NA,NA,2019
Harvard,Ivy,30,19,105,99.4,0.6528,53.3,50.2,22.6,17.5,28.7,23.1,31.6,33.8,52.7,49.6,36.1,34.2,68.4,-3.6,NA,NA,2019
Penn,Ivy,30,19,103.6,97.1,0.6766,52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,52.9,48.7,34.7,33.3,68.6,-5.1,NA,NA,2019
Princeton,Ivy,26,16,97.9,98.5,0.4819,47,49.7,17.8,17.2,24.3,24.7,29.8,28.7,48.1,50.3,30.3,32.5,68.8,-5.6,NA,NA,2019
Canisius,MAAC,32,15,101.1,111,0.2539,50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,52,53.3,32.4,36,69.2,-11.7,NA,NA,2019
Fairfield,MAAC,31,9,95.9,105.1,0.2571,50.7,52.6,20.7,21.4,26.1,28.9,23.9,40.1,49.5,51.2,35,36.6,69.3,-17.8,NA,NA,2019
Manhattan,MAAC,32,11,89.2,103.8,0.1496,47.4,51,24.1,23.5,30.6,30.3,33.3,45.6,45.6,48.6,33.2,36.1,63.3,-17.4,NA,NA,2019
Marist,MAAC,31,12,100.4,107.1,0.3218,52.3,53,18.9,19.3,24.3,26.6,32.2,35.9,50.8,52.6,36.3,35.5,65.9,-15.1,NA,NA,2019
Monmouth,MAAC,35,14,92.7,102.3,0.2422,45.8,51.1,20.6,21.2,29.3,28.5,40.3,43.2,46.4,48.4,29.7,35.8,68.9,-15.4,NA,NA,2019
Niagara,MAAC,32,13,101.2,114.7,0.1916,49.2,53.4,17.3,16.2,27.1,26.2,33.3,25.3,46.1,51.3,35.9,38,71.1,-15.5,NA,NA,2019
Quinnipiac,MAAC,31,16,104.7,111.8,0.319,52.8,50.7,19.4,15.7,29.8,29.3,37.3,27,48.5,50.1,37.7,34.5,68.1,-10.8,NA,NA,2019
Rider,MAAC,31,16,100.2,104.6,0.3788,50.6,53.7,18,22.8,30.8,27.4,39.9,36,50.4,53.6,34,35.9,75.1,-10.1,NA,NA,2019
Saint Peter's,MAAC,32,10,94,106.9,0.1854,48.7,51.2,23.3,18.7,29.9,27.8,34.8,38.5,48.8,46.7,32.5,38.6,64.9,-17.1,NA,NA,2019
Siena,MAAC,33,17,100.3,106.9,0.3233,51.5,52.6,15.6,18,23.6,28.5,24.7,27.3,52.1,51.9,33.9,36,61.9,-11.9,NA,NA,2019
Akron,MAC,31,17,98.4,92.9,0.6586,48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,48.8,46.1,31.7,29.6,67.5,-8.1,NA,NA,2019
Ball St.,MAC,32,16,100.5,97.7,0.5825,51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,53.5,46.8,32.2,32.1,71.6,-8.6,NA,NA,2019
Bowling Green,MAC,32,22,107.5,102,0.6466,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50,35.8,34.6,71.5,-4.3,NA,NA,2019
Central Michigan,MAC,32,23,109.2,105.3,0.6038,51.4,50.1,16.2,18.7,31,33.1,40,28.8,48.9,53.6,36.9,29.3,72.4,-4,NA,NA,2019
Eastern Michigan,MAC,28,15,101.4,101.5,0.4973,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32,50.5,50.4,29.9,34.2,64.4,-8.1,NA,NA,2019
Kent St.,MAC,31,22,109,106,0.5782,49.6,52.7,16.4,19,33.2,30.6,31.8,35.9,49.1,53.2,33.6,34.7,68.9,-2.7,NA,NA,2019
Miami OH,MAC,30,15,103,101.4,0.5469,48.6,51.1,18.7,16.7,30,25.3,34.7,33.9,48.7,51.3,32.3,33.9,67.6,-8.7,NA,NA,2019
Northern Illinois,MAC,32,17,106.6,104.8,0.5498,52.6,51.9,17.2,17.9,27.2,26.7,26.5,39.1,51.6,50,36.5,36.1,67.3,-8.9,NA,NA,2019
Ohio,MAC,30,14,98.4,100.5,0.4396,48.6,50.8,20,18.5,28.2,27.4,33.2,31.2,50.7,48.9,29.7,35.9,70.8,-8.7,NA,NA,2019
Toledo,MAC,32,25,108.6,97.8,0.7686,53.2,46.8,17.4,15.4,28.1,25.7,26.1,26.8,50.4,46.6,38,31.5,69,-0.1,NA,NA,2019
Western Michigan,MAC,31,8,98.3,105,0.3189,48,52.1,21.7,15.2,29.7,27.6,36.7,29.9,49.4,50.1,30.5,36.9,70.5,-15.2,NA,NA,2019
Bethune Cookman,MEAC,29,14,93,104.8,0.2017,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.3,-13.2,NA,NA,2019
Coppin St.,MEAC,33,8,87.5,109.2,0.0724,45.5,50.2,23.3,16.7,26,28.9,37.7,33.6,47.7,47.1,28.6,36.5,71.7,-18.1,NA,NA,2019
Delaware St.,MEAC,29,6,84.3,112.2,0.0358,40,52.4,19,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29,34.7,71.6,-21.7,NA,NA,2019
Florida A&M,MEAC,29,12,88.2,101.4,0.1673,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.4,-14.1,NA,NA,2019
Howard,MEAC,31,17,101.5,114.1,0.2077,48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,45.5,50.8,36.8,35.5,72.5,-12.8,NA,NA,2019
Maryland Eastern Shore,MEAC,30,7,85.7,114.4,0.0346,43.5,54.4,20.7,19,22.8,31.7,28.3,36.6,44.5,53.2,27.9,37.3,64.5,-19.9,NA,NA,2019
Morgan St.,MEAC,28,9,91.8,111.4,0.097,43.7,53.4,17.9,23.9,31.8,35.2,34.3,39.9,41.5,52.4,33.1,36.7,73.6,-17.3,NA,NA,2019
Norfolk St.,MEAC,33,22,96.7,104.7,0.2862,49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,46.1,48,37,33.9,70.2,-9,NA,NA,2019
North Carolina A&T,MEAC,30,19,95.2,106.8,0.2117,51.1,48.8,19.4,20.7,27.1,34.7,31.1,32,51,49.5,34.1,31.7,67.3,-8.4,NA,NA,2019
Savannah St.,MEAC,30,11,94.6,117.1,0.0791,48,53.8,19.9,19.3,28,34.6,25.2,33.3,53.7,53.5,29.2,36.1,77.7,-15,NA,NA,2019
South Carolina St.,MEAC,32,8,97.3,117.8,0.0991,47.2,56.4,20.8,20.4,31.6,30.2,39.7,40,46.5,57.1,32.4,36.9,68.3,-20.2,NA,NA,2019
Drake,MVC,32,24,106.2,101.2,0.6349,53.3,48.7,19.1,16.8,24.3,26,32.6,29.4,53.2,50.8,35.7,30,70.6,-2.9,NA,NA,2019
Evansville,MVC,30,11,98.1,105.6,0.3008,49.4,50,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49,34.2,34.8,71,-14.5,NA,NA,2019
Illinois St.,MVC,32,17,100.1,103.8,0.3973,49.1,51.3,18.4,18.2,26,26.1,28.6,32.8,49.1,51.5,32.7,34,68.2,-9,NA,NA,2019
Indiana St.,MVC,29,15,101.1,104.3,0.413,48.6,51.5,18.6,19.4,23.7,27.2,35.8,38,46.7,52.1,35.6,33.7,70.2,-9.5,NA,NA,2019
Loyola Chicago,MVC,33,20,104.2,98.2,0.6644,55.1,51.1,18.8,20.5,19.9,21.7,32,23.9,55,48.7,36.7,36.6,64.2,-7.2,NA,NA,2019
Missouri St.,MVC,31,16,101.7,102.5,0.4781,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35,51.4,49.4,33.9,40.3,67.4,-9.9,NA,NA,2019
Northern Iowa,MVC,32,16,100.4,101,0.4827,48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,46.2,51,35,34.2,65.6,-11,NA,NA,2019
Southern Illinois,MVC,32,17,102,102.2,0.4934,52.8,49.6,21,19.1,28.8,29.2,32,25.6,51.2,47.6,37.4,35.1,67.2,-8.2,NA,NA,2019
Valparaiso,MVC,31,15,96.7,101.5,0.3647,48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,50.1,49.8,31,33.4,66.4,-12.2,NA,NA,2019
Air Force,MWC,31,14,99.7,106.1,0.3295,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,67.8,-10.8,NA,NA,2019
Boise St.,MWC,32,13,107.6,102.4,0.6404,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52,35.2,34.3,66.9,-11.9,NA,NA,2019
Colorado St.,MWC,31,12,106.5,107.9,0.462,54.4,53.1,17,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35,68.5,-13,NA,NA,2019
Fresno St.,MWC,31,23,107,99.1,0.7076,54.5,48.5,18.2,19.5,27.4,25.4,30.2,35,51.9,50.2,38.2,30.7,69.2,-2,NA,NA,2019
